tenure_months,tenure_years,tenure_bucket,tenure_quartile,monthly_charges,total_charges,avg_monthly_spend,charge_per_service,estimated_clv,monthly_charge_quartile,total_services,service_diversity,premium_service_count,risk_score,risk_factors_count,tenure_contract_interaction,gender_male,is_senior,has_partner,has_dependents,has_family,senior_alone,phone_service_flag,multiple_lines_flag,has_internet,internet_fiber,internet_dsl,online_security_flag,online_backup_flag,device_protection_flag,tech_support_flag,streaming_tv_flag,streaming_movies_flag,has_security_bundle,has_support_bundle,has_streaming_bundle,contract_length,is_month_to_month,has_long_contract,payment_electronic_check,payment_mailed_check,payment_bank_transfer,payment_credit_card,has_auto_payment,paperless_billing_flag,is_new_customer,is_established,is_loyal,is_high_value,spending_trend,risk_mtm,risk_new,risk_echeck,risk_no_support,risk_high_charge,risk_fiber,high_risk_flag,new_high_value,mtm_high_value,senior_mtm,fiber_no_support,churn,customer_id
25,2.0833333333333335,4,2,55.55,1405.3,56.211999999999996,13.8875,2071.8999999999996,2,4,0.4444444444444444,1,3,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2108-GLPQB
34,2.8333333333333335,4,3,62.65,2274.9,66.90882352941176,10.441666666666666,3026.7,2,6,0.6666666666666666,3,5,2,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,9259-PACGQ
1,0.08333333333333333,1,1,74.5,74.5,74.5,24.833333333333332,968.5,3,3,0.3333333333333333,0,9,5,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,4415-IJZTP
10,0.8333333333333334,2,2,102.1,1068.85,106.88499999999999,14.585714285714285,2294.0499999999997,4,7,0.7777777777777778,4,4,2,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1465-VINDH
24,2.0,3,2,20.1,533.9,22.245833333333334,20.1,775.1,1,1,0.1111111111111111,0,1,1,24,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5474-LAMUQ
10,0.8333333333333334,2,2,70.3,676.15,67.615,11.716666666666667,1519.75,2,6,0.6666666666666666,3,2,1,10,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,3468-DRVQJ
69,5.75,5,4,53.65,3804.4,55.13623188405797,13.4125,4448.2,2,4,0.4444444444444444,2,0,0,69,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1122-YJBCS
57,4.75,5,4,20.75,1118.8,19.628070175438594,20.75,1367.8,1,1,0.1111111111111111,0,1,1,114,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,4990-ALDGW
50,4.166666666666667,5,3,103.4,5236.4,104.728,14.771428571428572,6477.2,4,7,0.7777777777777778,5,1,1,50,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,4816-OKWNX
28,2.3333333333333335,4,2,50.8,1386.8,49.528571428571425,10.16,1996.3999999999999,2,5,0.5555555555555556,4,0,0,28,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,3315-IKYZQ
16,1.3333333333333333,3,2,50.15,762.25,47.640625,16.716666666666665,1364.05,2,3,0.3333333333333333,1,5,2,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,-1,1,0,1,0,0,0,1,0,0,0,0,1,2810-FTLEM
25,2.0833333333333335,4,2,79.0,1902.0,76.08,11.285714285714286,2850.0,3,7,0.7777777777777778,5,3,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,-1,1,0,0,0,0,0,0,0,1,0,0,0,4747-LCAQL
3,0.25,1,1,74.6,239.05,79.68333333333334,24.866666666666664,1134.25,3,3,0.3333333333333333,1,6,3,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,3411-WLRSQ
61,5.083333333333333,5,4,96.5,5673.7,93.01147540983607,19.3,6831.7,4,5,0.5555555555555556,2,2,2,61,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,1,-1,0,0,0,1,0,1,0,0,0,0,1,0,0898-XCGTF
2,0.16666666666666666,1,1,20.1,39.8,19.9,20.1,281.0,1,1,0.1111111111111111,0,6,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-1,1,1,0,1,0,0,1,0,0,0,0,0,8006-PYCSW
51,4.25,5,3,19.4,997.75,19.563725490196077,19.4,1230.55,1,1,0.1111111111111111,0,1,1,51,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8249-THVEC
71,5.916666666666667,5,4,77.55,5574.35,78.51197183098591,12.924999999999999,6504.950000000001,3,6,0.6666666666666666,4,0,0,142,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,2,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8722-PRFDV
20,1.6666666666666667,3,2,20.05,406.05,20.302500000000002,20.05,646.6500000000001,1,1,0.1111111111111111,0,4,2,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2164-SOQXL
6,0.5,1,1,19.85,138.85,23.141666666666666,19.85,377.05,1,1,0.1111111111111111,0,6,3,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,4020-KIUDI
6,0.5,1,1,20.2,123.65,20.608333333333334,20.2,366.04999999999995,1,1,0.1111111111111111,0,6,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,5850-BDWCY
29,2.4166666666666665,4,3,67.45,1801.1,62.106896551724134,11.241666666666667,2610.5,2,6,0.6666666666666666,3,3,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,2038-YSEZE
36,3.0,4,3,18.55,689.0,19.13888888888889,18.55,911.6,1,1,0.1111111111111111,0,1,1,72,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0827-ITJPH
28,2.3333333333333335,4,2,29.75,790.7,28.239285714285717,14.875,1147.7,1,2,0.2222222222222222,1,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,8799-OXZMD
7,0.5833333333333334,2,1,86.5,582.5,83.21428571428571,21.625,1620.5,3,4,0.4444444444444444,1,7,4,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,-1,1,0,1,1,0,1,1,0,1,0,1,1,1925-TIBLE
63,5.25,5,4,24.2,1618.2,25.685714285714287,12.1,1908.6,1,2,0.2222222222222222,0,1,1,126,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1705-GUHPV
48,4.0,4,3,23.55,1173.35,24.444791666666664,11.775,1455.9499999999998,1,2,0.2222222222222222,0,1,1,96,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4779-ZGICK
49,4.083333333333333,5,3,20.45,900.9,18.385714285714286,20.45,1146.3,1,1,0.1111111111111111,0,1,1,49,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0048-PIHNL
27,2.25,4,2,81.45,2122.05,78.59444444444445,20.3625,3099.4500000000003,3,4,0.4444444444444444,1,6,3,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,-1,1,0,1,0,0,1,1,0,1,1,1,1,0818-OCPZO
72,6.0,5,4,92.3,6719.9,93.33194444444445,10.255555555555555,7827.5,4,9,1.0,6,0,0,144,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3967-KXAPS
1,0.08333333333333333,1,1,69.15,69.15,69.15,34.575,898.95,2,2,0.2222222222222222,0,10,6,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1447-GIQMR
72,6.0,5,4,53.65,3784.0,52.55555555555556,10.73,4427.8,2,5,0.5555555555555556,4,0,0,144,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,2,0,1,0,0,0,1,1,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,3704-IEAXF
47,3.9166666666666665,4,3,39.65,1798.65,38.26914893617022,9.9125,2274.45,2,4,0.4444444444444444,3,0,0,47,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,6810-VCAEX
1,0.08333333333333333,1,1,54.65,54.65,54.65,18.216666666666665,710.4499999999999,2,3,0.3333333333333333,1,8,4,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0674-EYYZV
36,3.0,4,3,104.8,3886.45,107.95694444444445,14.971428571428572,5144.049999999999,4,7,0.7777777777777778,4,1,1,36,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,4480-MBMLB
43,3.5833333333333335,4,3,29.3,1224.05,28.46627906976744,14.65,1575.65,1,2,0.2222222222222222,1,3,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,1395-OFUWC
27,2.25,4,2,83.85,2310.2,85.56296296296296,10.48125,3316.3999999999996,3,8,0.8888888888888888,5,5,2,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0822-QGCXA
9,0.75,2,2,79.55,723.4,80.37777777777778,26.516666666666666,1678.0,3,3,0.3333333333333333,1,8,5,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0872-NXJYS
38,3.1666666666666665,4,3,103.65,3988.5,104.96052631578948,14.807142857142859,5232.3,4,7,0.7777777777777778,4,6,3,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,2832-KJCRD
35,2.9166666666666665,4,3,99.05,3554.6,101.56,16.508333333333333,4743.2,4,6,0.6666666666666666,3,6,3,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,3588-WSTTJ
0,0.0,1,1,73.35,0.0,73.35,10.478571428571428,880.1999999999999,3,7,0.7777777777777778,4,2,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,2,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,4075-WKNIU
59,4.916666666666667,5,4,100.05,6034.85,102.285593220339,16.675,7235.450000000001,4,6,0.6666666666666666,4,1,1,118,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,2,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,5090-EMGTC
27,2.25,4,2,20.35,531.6,19.68888888888889,20.35,775.8000000000001,1,1,0.1111111111111111,0,1,1,54,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,1,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,2346-CZYIL
2,0.16666666666666666,1,1,43.95,85.1,42.55,21.975,612.5000000000001,2,2,0.2222222222222222,0,8,4,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,-1,1,1,1,1,0,0,1,0,0,1,0,0,3798-EPWRR
7,0.5833333333333334,2,1,23.5,173.0,24.714285714285715,11.75,455.0,1,2,0.2222222222222222,0,4,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,6258-NGCNG
36,3.0,4,3,70.7,2511.95,69.77638888888889,11.783333333333333,3360.35,3,6,0.6666666666666666,3,0,0,36,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,4186-ZBUEW
41,3.4166666666666665,4,3,94.3,3893.6,94.96585365853659,15.716666666666667,5025.2,4,6,0.6666666666666666,3,4,2,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,5274-XHAKY
13,1.0833333333333333,3,2,29.15,357.15,27.47307692307692,14.575,706.9499999999999,1,2,0.2222222222222222,1,5,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,0,0,1,0,0,0,0,0,1442-BQPVU
19,1.5833333333333333,3,2,20.85,467.5,24.605263157894736,20.85,717.7,1,1,0.1111111111111111,0,1,1,38,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3978-YNKDD
60,5.0,5,4,37.7,2288.7,38.144999999999996,9.425,2741.1,2,4,0.4444444444444444,3,0,0,120,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,2,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4940-KHCWD
48,4.0,4,3,95.5,4627.85,96.41354166666667,15.916666666666666,5773.85,4,6,0.6666666666666666,4,1,1,96,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,2,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,9412-ARGBX
3,0.25,1,1,91.05,289.1,96.36666666666667,18.21,1381.6999999999998,4,5,0.5555555555555556,2,8,4,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1389-CXMLU
69,5.75,5,4,92.45,6460.55,93.63115942028986,15.408333333333333,7569.950000000001,4,6,0.6666666666666666,3,1,1,138,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,2,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,9589-ABEPT
43,3.5833333333333335,4,3,44.15,1931.3,44.913953488372094,11.0375,2461.1,2,4,0.4444444444444444,3,2,1,43,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9388-ZEYVT
11,0.9166666666666666,2,2,36.05,402.6,36.6,12.016666666666666,835.2,2,3,0.3333333333333333,2,0,0,11,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0305-SQECB
45,3.75,4,3,50.25,2221.55,49.36777777777778,16.75,2824.55,2,3,0.3333333333333333,1,3,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,7605-SNLQG
72,6.0,5,4,109.75,7758.9,107.76249999999999,13.71875,9075.9,4,8,0.8888888888888888,5,1,1,144,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,2,0,1,0,0,0,1,1,1,0,1,1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,4670-TABXH
2,0.16666666666666666,1,1,79.2,172.85,86.425,19.8,1123.25,3,4,0.4444444444444444,1,8,4,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,5561-NWEVX
12,1.0,2,2,20.3,224.5,18.708333333333332,20.3,468.1,1,1,0.1111111111111111,0,1,1,24,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0064-SUDOG
67,5.583333333333333,5,4,112.35,7388.45,110.27537313432836,14.04375,8736.65,4,8,0.8888888888888888,5,1,1,67,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,8561-NMTBD
37,3.0833333333333335,4,3,94.3,3460.95,93.53918918918919,15.716666666666667,4592.549999999999,4,6,0.6666666666666666,3,1,1,74,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,2,0,1,0,1,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,5161-XEUVX
39,3.25,4,3,41.15,1700.9,43.61282051282051,10.2875,2194.7,2,4,0.4444444444444444,3,0,0,39,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8292-FRFZQ
41,3.4166666666666665,4,3,74.65,3090.65,75.38170731707318,10.664285714285715,3986.4500000000003,3,7,0.7777777777777778,4,3,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,8591-NXRCV
25,2.0833333333333335,4,2,48.25,1293.8,51.751999999999995,12.0625,1872.8,2,4,0.4444444444444444,3,5,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,7895-VONWT
8,0.6666666666666666,2,1,76.15,645.8,80.725,10.87857142857143,1559.6,3,7,0.7777777777777778,4,0,0,16,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,2,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4526-RMTLL
71,5.916666666666667,5,4,71.1,5224.95,73.59084507042253,10.157142857142857,6078.15,3,7,0.7777777777777778,4,0,0,142,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,2,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6253-GNHWH
5,0.4166666666666667,1,1,96.55,500.1,100.02000000000001,16.091666666666665,1658.6999999999998,4,6,0.6666666666666666,3,8,4,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,4566-NECEV
30,2.5,4,3,79.3,2427.1,80.90333333333334,11.328571428571427,3378.7,3,7,0.7777777777777778,4,0,0,30,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8080-POTJR
40,3.3333333333333335,4,3,89.6,3488.15,87.20375,17.919999999999998,4563.35,3,5,0.5555555555555556,3,1,1,40,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,6906-MPARY
54,4.5,5,3,20.5,1035.7,19.17962962962963,20.5,1281.7,1,1,0.1111111111111111,0,1,1,108,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,1,1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,3662-FXJFO
72,6.0,5,4,106.3,7565.35,105.07430555555555,15.185714285714285,8840.95,4,7,0.7777777777777778,4,1,1,144,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,2,0,1,0,0,1,0,1,1,0,1,1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,8107-RZLNV
28,2.3333333333333335,4,2,100.35,2799.0,99.96428571428571,16.724999999999998,4003.2,4,6,0.6666666666666666,4,1,1,28,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0516-OOHAR
18,1.5,3,2,85.6,1601.5,88.97222222222223,21.4,2628.7,3,4,0.4444444444444444,2,6,3,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,2027-CWDNU
2,0.16666666666666666,1,1,45.25,85.5,42.75,15.083333333333334,628.5,2,3,0.3333333333333333,2,8,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,-1,1,1,1,1,0,0,1,0,0,0,0,1,2737-WFVYW
59,4.916666666666667,5,4,106.15,6256.2,106.03728813559322,15.164285714285715,7530.0,4,7,0.7777777777777778,4,3,2,59,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,-1,0,0,1,0,0,1,0,0,0,0,0,0,9912-OMZDS
22,1.8333333333333333,3,2,51.1,1232.9,56.040909090909096,17.033333333333335,1846.1000000000001,2,3,0.3333333333333333,1,5,2,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,3733-ZEECP
1,0.08333333333333333,1,1,19.9,19.9,19.9,19.9,258.7,1,1,0.1111111111111111,0,6,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,7878-RTCZG
72,6.0,5,4,25.7,1937.4,26.908333333333335,12.85,2245.8,1,2,0.2222222222222222,0,1,1,144,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2452-MRMZF
14,1.1666666666666667,3,2,74.3,1096.25,78.30357142857143,24.766666666666666,1987.85,3,3,0.3333333333333333,0,7,4,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,2272-QAGFO
50,4.166666666666667,5,3,99.4,5059.75,101.195,16.566666666666666,6252.55,4,6,0.6666666666666666,3,3,2,50,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,7103-IPXPJ
48,4.0,4,3,69.7,3023.65,62.99270833333333,11.616666666666667,3860.05,2,6,0.6666666666666666,4,0,0,48,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,4342-HFXWS
49,4.083333333333333,5,3,98.35,4889.2,99.7795918367347,16.391666666666666,6069.4,4,6,0.6666666666666666,3,6,3,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,3545-CNWRG
28,2.3333333333333335,4,2,85.45,2289.9,81.78214285714286,21.3625,3315.3,3,4,0.4444444444444444,2,6,3,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,-1,1,0,1,0,0,1,1,0,1,0,0,0,1785-BPHTP
68,5.666666666666667,5,4,95.9,6503.2,95.63529411764705,15.983333333333334,7654.0,4,6,0.6666666666666666,3,6,3,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,-1,1,0,1,0,0,1,1,0,1,1,0,0,4989-LIXVT
